Id,Lat,Lon,Country,State,LGA,Ward,Population,NESP_ID,Branch_id,Customers,Renewable energy share,Generator capacity (kw),PV size(kW),Battery capacity (kWh),Demand,Electr_type_phase_1,Electr_type_phase_2,Electr_type_phase_3,Distance_m
38231,9.758854393064219,8.661900092964791,Nigeria,Plateau,Langtang South,MABUDI,2027.2668660000,3564,292,383,69.799999999999997,91,112,216,138,none,none,grid,9560
38232,9.516073982033257,8.671112131189497,Nigeria,Plateau,Shendam,SHIMANKAR,5758.0010290000,3565,288,1086,70.099999999999994,272,298,624,372,mini-grid,mini-grid,intercon,24360
38233,9.843866867215256,8.666810502260365,Nigeria,Plateau,Langtang South,GAMAKAI,6090.2475440000,3566,188,1149,73.299999999999997,279,306,784,396,mini-grid,mini-grid,intercon,8760
38235,9.676879808385467,8.664827135217402,Nigeria,Plateau,Langtang South,SABON GIDA,2106.1050220000,3568,292,397,71.000000000000000,104,110,240,143,none,none,grid,12150
38236,9.939808774734731,8.666421989109898,Nigeria,Plateau,Wase,DADIN KOWA,3378.7781100000,3569,189,638,76.599999999999994,154,174,496,222,none,mini-grid,intercon,24380
38237,9.657775600562589,8.677035726416422,Nigeria,Plateau,Langtang South,KURUNGBAU (B),3671.6055460000,3570,292,693,66.799999999999997,215,238,528,295,mini-grid,mini-grid,intercon,15000
38238,9.093304594466963,8.687635015494644,Nigeria,Plateau,'Qua''an Pan',NAMU,10792.3804100000,3571,253,2036,67.299999999999997,632,772,1608,843,mini-grid,mini-grid,intercon,36230
38239,9.47242126077809,8.683951907999802,Nigeria,Plateau,Shendam,KALONG,5231.4747740000,3572,288,987,70.200000000000003,247,298,624,347,mini-grid,mini-grid,intercon,25980
38240,9.916484567838882,8.684574177580009,Nigeria,Plateau,Langtang South,DADIN KOWA,2331.3568960000,3573,189,440,68.799999999999997,105,120,240,151,none,none,grid,21040
38241,9.444694839191895,8.69109247868721,Nigeria,Plateau,Shendam,KALONG,3657.5273040000,3574,288,690,65.500000000000000,222,260,544,294,mini-grid,mini-grid,intercon,29530
38242,9.380277594826536,8.689983299090379,Nigeria,Plateau,Shendam,KWANDE,1137.5219630000,3575,253,215,66.799999999999997,78,114,208,103,none,mini-grid,intercon,29170
38243,9.759725348536586,8.69519558908453,Nigeria,Plateau,Langtang South,MABUDI,2886.0396350000,3576,292,545,51.200000000000003,135,110,248,204,none,mini-grid,intercon,6260
38245,9.937360224326452,8.708321536529201,Nigeria,Plateau,Wase,DADIN KOWA,2359.5133800000,3578,189,445,64.799999999999997,105,108,224,159,none,none,grid,19870
38246,9.512276332021614,8.713958517988583,Nigeria,Plateau,Shendam,SHIMANKAR,3930.6452010000,3579,288,742,59.200000000000003,295,300,656,370,mini-grid,mini-grid,intercon,19130
38247,9.297650344950496,8.713852571711273,Nigeria,Plateau,'Qua''an Pan',KWANDE,4820.3901040000,3580,253,910,65.299999999999997,281,358,672,380,mini-grid,mini-grid,intercon,26000
38248,9.229672185138895,8.71733857887012,Nigeria,Plateau,'Qua''an Pan',KWANDE,3930.6452010000,3581,253,742,71.700000000000003,190,260,608,295,mini-grid,mini-grid,intercon,28930
38249,9.491824506746774,8.718555884569295,Nigeria,Plateau,Shendam,KALONG,1810.4619370000,3582,288,342,60.500000000000000,107,104,216,140,none,none,grid,20440
38250,9.90108587482338,8.725300985859985,Nigeria,Plateau,Langtang South,DADIN KOWA,4468.4340510000,3583,189,843,74.299999999999997,197,238,560,311,none,mini-grid,intercon,15320
38252,9.881762055883243,8.755032678258269,Nigeria,Plateau,Langtang South,DADIN KOWA,12749.2560600000,3585,189,2406,76.200000000000003,595,654,1896,918,mini-grid,mini-grid,intercon,11490
38253,9.332155146499934,8.745740429569205,Nigeria,Plateau,'Qua''an Pan',KWANDE,1661.2325700000,3586,253,313,65.000000000000000,84,100,224,128,mini-grid,mini-grid,intercon,23990
38254,9.989270522357492,8.752333141748009,Nigeria,Plateau,Wase,KUMBUR,2604.4747930000,3587,189,491,75.900000000000006,122,138,360,182,none,mini-grid,intercon,28460
38255,9.842845718152514,8.753137875122391,Nigeria,Plateau,Langtang South,MABUDI,6872.9978060000,3588,189,1297,73.200000000000003,347,364,848,449,mini-grid,mini-grid,intercon,7190
38256,9.619232854540297,8.760704795294924,Nigeria,Plateau,Shendam,KURUNGBAU (A),2151.1553960000,3589,288,406,69.400000000000006,98,106,232,148,none,none,grid,7910
38257,9.294971965380237,8.77817628326169,Nigeria,Plateau,'Qua''an Pan',KURGWI,14430.1981700000,3590,253,2723,62.299999999999997,1080,1286,2592,1373,mini-grid,mini-grid,intercon,18600
38258,9.835646310792644,8.768667119022526,Nigeria,Plateau,Langtang South,TALGWANG,3291.4930090000,3591,189,621,67.000000000000000,147,166,328,221,none,mini-grid,intercon,8400
38259,9.570328996618706,8.770337962524343,Nigeria,Plateau,Shendam,KALONG,2460.8767230000,3592,288,464,67.900000000000006,143,176,352,203,mini-grid,mini-grid,intercon,11770
38260,9.682662420030614,8.768938021916767,Nigeria,Plateau,Shendam,YELWA,1914.6409290000,3593,306,361,73.400000000000006,86,106,224,130,none,grid,grid,1660
38261,9.79443320820906,8.770193134125348,Nigeria,Plateau,Langtang South,TALGWANG,4975.2507670000,3594,189,939,69.700000000000003,232,260,544,327,none,none,grid,4200
38264,9.146493202462281,8.7913266853868,Nigeria,Plateau,'Qua''an Pan',NAMU,1759.7802650000,3597,253,332,69.099999999999994,107,130,272,148,mini-grid,mini-grid,intercon,22970
38265,9.846819315614274,8.789890692131804,Nigeria,Plateau,Langtang North,TALGWANG,1067.4813610000,3598,189,201,69.200000000000003,50,54,112,73,none,none,grid,14630
38266,9.357897991084329,8.790150094611338,Nigeria,Plateau,Shendam,POESHIP,2044.1607560000,3599,253,386,74.000000000000000,99,154,304,154,none,mini-grid,intercon,15870
38268,9.807181955601942,8.800452239076561,Nigeria,Plateau,Langtang North,TALGWANG,2280.6752240000,3601,189,430,69.500000000000000,105,124,248,147,none,none,grid,8220
38269,9.988795775690159,8.79563296704319,Nigeria,Plateau,Wase,KUMBUR,1267.0417910000,3602,189,239,77.200000000000003,57,74,168,83,none,none,grid,24640
38271,9.449209066315964,8.81443368581521,Nigeria,Plateau,Shendam,POESHIP,6650.5615800000,3604,253,1255,68.200000000000003,373,440,1000,525,none,none,grid,4560
38272,9.483558945125033,8.819171655134458,Nigeria,Plateau,Shendam,POESHIP,1889.3000930000,3605,253,356,69.500000000000000,90,92,208,125,none,none,grid,4860
38273,9.399651118158795,8.817505945223942,Nigeria,Plateau,Shendam,POESHIP,1089.6559400000,3606,253,206,71.599999999999994,71,110,232,93,none,mini-grid,intercon,10240
38274,9.857660141148576,8.832300133655973,Nigeria,Plateau,Langtang North,LASHEL,1650.9051160000,3607,189,311,69.200000000000003,71,84,176,105,none,none,grid,13340
38283,9.765345239941718,8.868751886438419,Nigeria,Plateau,Shendam,DERTENG,1520.4501490000,3616,184,287,70.799999999999997,78,84,160,105,none,none,grid,4600
38284,9.300569264812189,8.878214747552594,Nigeria,Plateau,'Qua''an Pan',KWALLA MOEDA,2767.7824020000,3617,279,522,59.299999999999997,198,208,456,247,none,grid,grid,7590
38285,9.831194324382599,8.881706518935475,Nigeria,Plateau,Langtang North,NYER,1085.4903360000,3618,197,205,69.299999999999997,66,70,168,87,none,none,grid,6470
38290,10.024919907086224,8.901245656874158,Nigeria,Plateau,Wase,KADARKO,5732.6601940000,3623,189,1082,70.200000000000003,246,302,632,408,mini-grid,mini-grid,intercon,30240
38291,9.562656641350705,8.908694672938346,Nigeria,Plateau,Shendam,SHENDAM CENTRAL (A),3032.4533540000,3624,299,572,67.500000000000000,152,132,344,204,none,mini-grid,intercon,5250
38295,9.464373493875659,8.937284687433738,Nigeria,Plateau,Shendam,PANGSHOM,1569.7165770000,3628,283,296,71.500000000000000,97,150,304,132,none,mini-grid,intercon,12590
38296,9.167483635892069,8.938046322337225,Nigeria,Plateau,'Qua''an Pan',BWALL,3513.9292340000,3629,261,663,70.599999999999994,178,188,392,240,none,mini-grid,intercon,9630
38297,9.22197042102697,8.950386745553107,Nigeria,Plateau,'Qua''an Pan',DOEMAK-KOPLONG,8520.1521350000,3630,261,1608,71.200000000000003,436,420,992,559,none,none,grid,3440
38298,9.573783839440095,8.944288032681188,Nigeria,Plateau,Mikang,BALTEP,2804.3858310000,3631,299,529,86.200000000000003,131,208,576,197,mini-grid,mini-grid,intercon,8180
38301,9.39723700364085,8.952641602461679,Nigeria,Plateau,Shendam,PANGSHOM,1175.2632680000,3634,283,222,71.700000000000003,55,60,136,83,none,none,grid,8640
38302,10.260836932332705,8.955568975194984,Nigeria,Plateau,Wase,KADARKO,1114.9967760000,3635,0,210,69.099999999999994,52,62,128,76,none,mini-grid,mini-grid,45750
38306,10.011436564365232,8.96951979658022,Nigeria,Plateau,Wase,KADARKO,1703.4672970000,3639,189,321,69.099999999999994,79,88,176,115,none,none,grid,22370
38307,9.420488023307891,8.974553369166344,Nigeria,Plateau,Mikang,PANGSHOM,2810.0171280000,3640,283,530,70.900000000000006,137,162,336,195,mini-grid,mini-grid,intercon,13530
38310,9.599447733303904,9.004438131531854,Nigeria,Plateau,Mikang,BALTEP,12675.1934400000,3643,299,2392,64.700000000000003,761,772,1992,1043,mini-grid,mini-grid,intercon,16490
38313,9.888352848090213,9.012480852151338,Nigeria,Plateau,Wase,KUMBUR,3097.2132670000,3646,210,584,68.799999999999997,151,192,376,209,none,grid,grid,4070
38314,9.487331383204477,9.017272484822977,Nigeria,Plateau,Mikang,PIAPUNG \B\,5560.9056400000,3647,283,1049,70.400000000000006,273,404,792,384,mini-grid,mini-grid,intercon,21930
38316,9.265175703608831,9.021982861671257,Nigeria,Plateau,'Qua''an Pan',KWA,5493.3300770000,3649,274,1036,63.200000000000003,399,516,1000,506,mini-grid,intercon,intercon,8130
38318,9.909484245183343,9.041857227148119,Nigeria,Plateau,Wase,KUMBUR,9060.7566320000,3651,210,1710,66.500000000000000,415,472,920,643,mini-grid,intercon,intercon,7970
38322,9.888954584042589,9.05375074086519,Nigeria,Plateau,Langtang North,LIPCHOK,1286.5827750000,3655,209,243,68.700000000000003,65,64,144,84,none,none,grid,7400
38323,9.49549215332239,9.063308330199815,Nigeria,Plateau,Mikang,PIAPUNG \A\,5375.0728430000,3656,283,1014,70.900000000000006,273,354,704,396,mini-grid,mini-grid,intercon,27360
38326,9.932195331765159,9.066742594598974,Nigeria,Plateau,Langtang North,KUMBUR,3285.8617120000,3659,210,620,62.399999999999999,192,188,432,279,mini-grid,intercon,intercon,10070
38327,9.362355679224091,9.073986072172023,Nigeria,Plateau,Mikang,POESHIP,5163.8992120000,3660,283,974,69.000000000000000,237,250,552,409,mini-grid,mini-grid,intercon,5110
38330,9.682513609572364,9.070588239020914,Nigeria,Plateau,Mikang,LALIN,4392.4115430000,3663,305,829,66.200000000000003,252,330,648,369,mini-grid,mini-grid,intercon,13540
38331,10.058928753792371,9.076128277737775,Nigeria,Plateau,Wase,MAVO,7864.1060510000,3664,210,1484,71.700000000000003,360,446,968,535,mini-grid,intercon,intercon,17960
38334,9.869578575608818,9.100733319049167,Nigeria,Plateau,Langtang North,KUMBUR,1393.5280320000,3667,204,263,64.700000000000003,102,126,264,124,none,none,grid,4670
38337,8.842873007857726,9.104825823892838,Nigeria,Plateau,Bokkos,TOFF,1393.5539950000,3670,0,263,73.500000000000000,65,72,176,90,none,none,mini-grid,38350
38338,9.674765321469994,9.106267610631271,Nigeria,Plateau,Mikang,LALIN,1282.1847280000,3671,305,242,68.099999999999994,56,62,136,83,none,none,grid,16590
38342,9.713399757315965,9.126929428395661,Nigeria,Plateau,Langtang North,FUNYALANG,2252.5187400000,3675,305,425,68.700000000000003,110,110,248,155,none,none,grid,11210
38344,9.494408649159086,9.129374341582889,Nigeria,Plateau,Pankshin,TAL,4502.2218320000,3677,293,849,65.099999999999994,266,316,624,373,mini-grid,mini-grid,intercon,19010
38350,9.050429610212349,9.159599123802357,Nigeria,Plateau,Bokkos,MUSHERE CENTRAL,1374.0364310000,3683,227,259,64.299999999999997,80,82,184,105,none,mini-grid,intercon,19200
38353,9.830949745827866,9.171976940431231,Nigeria,Plateau,Langtang North,KWANDE,1559.8692270000,3686,194,294,62.799999999999997,91,98,200,116,none,none,grid,3790
38360,9.413525994719389,9.200018849161422,Nigeria,Plateau,Pankshin,PANKSHIN  SOUTH (BELNING),1773.8585070000,3693,281,335,69.799999999999997,102,112,304,139,none,mini-grid,intercon,15770
38362,8.840332374584996,9.221309653242406,Nigeria,Plateau,Bokkos,DAFFO,1439.2878330000,3695,230,272,67.700000000000003,85,100,208,112,none,mini-grid,intercon,19530
38366,9.911955909532571,9.23109228010517,Nigeria,Plateau,Kanam,NAMARAN,3497.0353440000,3699,212,660,68.500000000000000,170,172,376,224,none,mini-grid,intercon,11780
38367,9.037355217834904,9.231775776222294,Nigeria,Plateau,Bokkos,TANGUR,2393.3011610000,3700,227,452,64.500000000000000,134,146,320,184,none,mini-grid,intercon,8710
38368,9.84567703530281,9.233127641091738,Nigeria,Plateau,Langtang North,REAK,1041.7899170000,3701,199,197,69.799999999999997,62,62,184,85,none,grid,grid,3280
38370,10.575443223219438,9.238513208248781,Nigeria,Plateau,Wase,YOLA WAKAT,1785.1211010000,3703,0,337,63.000000000000000,128,158,320,173,mini-grid,mini-grid,mini-grid,73120
38371,10.179254241244339,9.255243786320598,Nigeria,Plateau,Wase,BASHAR,2156.7866930000,3704,218,407,65.599999999999994,142,174,336,183,mini-grid,mini-grid,intercon,31560
38372,10.477548774876698,9.242134590436937,Nigeria,Plateau,Wase,NYALUM/KAMPANI,2348.2507860000,3705,0,443,70.200000000000003,103,108,272,156,mini-grid,mini-grid,mini-grid,62050
38376,9.814725262985329,9.267739656307798,Nigeria,Plateau,Langtang North,JAT,1520.4501490000,3709,191,287,70.799999999999997,73,80,168,98,none,none,grid,3300
38377,8.790268475298932,9.274382756037394,Nigeria,Plateau,Bokkos,MANGUNA,1677.4701300000,3710,230,317,66.299999999999997,102,106,232,136,none,mini-grid,intercon,25560
38379,9.887910960790357,9.276588329839131,Nigeria,Plateau,Kanam,NAMARAN,898.1918476000,3712,212,169,74.700000000000003,63,98,224,81,mini-grid,mini-grid,intercon,9130
38381,9.553998084871735,9.280049349003674,Nigeria,Plateau,Kanke,LANGSHI,3485.7727500000,3714,293,658,67.500000000000000,203,264,536,290,mini-grid,mini-grid,intercon,7840
38384,9.969030560273712,9.285620007966903,Nigeria,Plateau,Kanam,KUNKYAM,1320.5391110000,3717,217,249,75.400000000000006,75,84,288,108,none,mini-grid,intercon,9600
38385,10.21623395938906,9.294202430676505,Nigeria,Plateau,Wase,BASHAR,1627.4447890000,3718,218,307,72.299999999999997,102,132,368,142,none,mini-grid,intercon,30810
38390,9.327051847434531,9.313641510680979,Nigeria,Plateau,Pankshin,LANKANG,2206.8892580000,3723,276,416,62.899999999999999,178,216,440,210,mini-grid,mini-grid,intercon,9410
38391,10.157395671450084,9.313749154104437,Nigeria,Plateau,Wase,BASHAR,2939.5369560000,3724,218,555,66.400000000000006,184,220,480,237,mini-grid,mini-grid,intercon,23460
38392,9.490201443795559,9.315746731880985,Nigeria,Plateau,Kanke,WOKKOS,5527.1178580000,3725,289,1043,79.700000000000003,256,278,1080,368,mini-grid,mini-grid,intercon,5860
38395,8.918658411525339,9.344779312900201,Nigeria,Plateau,Bokkos,BUTURA,5949.4575490000,3728,245,1123,67.099999999999994,372,390,896,480,mini-grid,intercon,intercon,6960
38397,10.082015699488457,9.368413230228779,Nigeria,Plateau,Kanam,JARMAI,7438.9431390000,3730,218,1404,67.799999999999997,446,510,1040,584,mini-grid,mini-grid,intercon,13500
38398,10.029094722592783,9.350090302379117,Nigeria,Plateau,Kanam,DENGI,1714.7298910000,3731,218,324,69.799999999999997,88,122,240,128,none,mini-grid,intercon,10220
38402,10.242240318504429,9.360926332457504,Nigeria,Plateau,Wase,NYALUM/KAMPANI,2393.3011610000,3735,218,452,76.599999999999994,107,124,336,192,none,none,grid,35680
38403,10.041021659261569,9.375745846593775,Nigeria,Plateau,Kanam,DENGI,1267.0417910000,3736,218,239,62.799999999999997,71,74,160,97,none,none,grid,8650
38406,10.173277548414974,9.382693104933043,Nigeria,Plateau,Wase,BASHAR,4065.7963260000,3739,218,767,62.600000000000001,245,266,576,312,mini-grid,mini-grid,intercon,24790
38407,9.758975584458407,9.39667459002454,Nigeria,Plateau,Kanke,AMPER CHIKA \B\,1206.1876240000,3740,185,228,77.400000000000006,73,80,240,94,none,none,grid,10680
38408,10.270948694143659,9.397119427180572,Nigeria,Plateau,Wase,GUDUS,2787.4919410000,3741,218,526,61.500000000000000,163,208,344,227,mini-grid,mini-grid,intercon,35980
38412,9.295076608582335,9.405872999943004,Nigeria,Plateau,Mangu,PUSHIT,1147.3362780000,3745,277,216,68.000000000000000,67,76,160,90,none,none,grid,2420
38415,9.353445751122099,9.418633720628184,Nigeria,Plateau,Pankshin,FIER,1282.9065300000,3748,282,242,72.500000000000000,74,80,248,104,none,mini-grid,intercon,7890
38417,9.95374618014019,9.42666550854198,Nigeria,Plateau,Kanam,KANAM,2351.0664350000,3750,216,444,67.500000000000000,135,158,328,187,none,mini-grid,intercon,7090
38418,9.39771129197791,9.413231931624491,Nigeria,Plateau,Pankshin,FIER,3229.5487430000,3751,284,609,64.799999999999997,201,210,416,263,mini-grid,mini-grid,intercon,8020
38420,10.088711318124554,9.426481046235939,Nigeria,Plateau,Kanam,JOM,2463.6923720000,3753,218,465,68.099999999999994,135,168,352,189,none,mini-grid,intercon,20120
38422,9.44870063071885,9.432068475844089,Nigeria,Plateau,Pankshin,FIER,3330.9120870000,3755,290,628,67.000000000000000,153,166,344,224,none,grid,grid,11200
38423,10.379441812528771,9.428803212752678,Nigeria,Plateau,Kanam,GARGA,2956.4308460000,3756,218,558,70.400000000000006,137,186,384,210,mini-grid,mini-grid,intercon,52640
38425,8.96166664522244,9.443378973610823,Nigeria,Plateau,Barikin Ladi,MARIT/MAZAT,3632.1864680000,3758,249,685,77.400000000000006,167,178,560,239,none,grid,grid,2430
38428,10.289676626155931,9.452810686849384,Nigeria,Plateau,Kanam,GARGA,1717.5455390000,3761,218,324,66.299999999999997,127,154,360,160,mini-grid,mini-grid,intercon,41830
38430,9.732334883656499,9.451656399825715,Nigeria,Plateau,Kanke,AMPER SERI,966.0589646000,3763,311,182,67.599999999999994,61,94,184,89,none,mini-grid,intercon,12510
38431,10.085487553955605,9.469364821227096,Nigeria,Plateau,Kanam,JOM,2429.9045910000,3764,218,458,66.900000000000006,146,188,400,210,mini-grid,mini-grid,intercon,25120
38432,10.244094109288589,9.454101571990202,Nigeria,Plateau,Kanam,BIRBYANG,748.9624811000,3765,218,141,67.500000000000000,53,78,152,66,none,mini-grid,intercon,36530
38434,9.883069208261363,9.462146142376863,Nigeria,Plateau,Kanam,GWAMLAR,957.3204646000,3767,201,181,64.200000000000003,55,64,128,78,none,none,grid,14550
38435,8.693386206218825,9.468907308408035,Nigeria,Plateau,Riyom,SHARUBUTU,3208.8177160000,3768,269,605,65.700000000000003,186,230,480,255,mini-grid,mini-grid,intercon,9820
38436,10.222872067717397,9.466694471045685,Nigeria,Plateau,Kanam,BIRBYANG,2159.6023420000,3769,218,407,63.899999999999999,129,126,288,163,none,mini-grid,intercon,36410
38437,10.357919997613823,9.473339785117892,Nigeria,Plateau,Kanam,GARGA,1016.1381040000,3770,218,192,68.700000000000003,55,64,152,78,none,none,grid,50170
38438,9.745378710919111,9.478457149083809,Nigeria,Plateau,Kanke,KABWIR/GYANGYANG,1250.2957860000,3771,311,236,74.799999999999997,64,96,224,97,none,mini-grid,intercon,15730
38439,9.845348492824446,9.477973309278109,Nigeria,Plateau,Kanam,GWAMLAR,2252.5187400000,3772,201,425,67.599999999999994,103,108,232,163,none,none,grid,19160
38441,10.169650700119691,9.480381308558096,Nigeria,Plateau,Kanam,KANTANA,1013.6334330000,3774,218,191,63.299999999999997,80,112,232,100,none,mini-grid,intercon,34760
38442,9.45505260227883,9.4864528205105,Nigeria,Plateau,Pankshin,TAPSHIN,1968.1382490000,3775,290,371,70.000000000000000,117,144,320,173,none,grid,grid,11140
38444,9.853422502067861,9.49053157372715,Nigeria,Plateau,Kanam,GWAMLAR,2477.7706140000,3777,201,468,69.000000000000000,121,120,256,169,none,mini-grid,intercon,18960
38445,10.137775118433311,9.491368183107019,Nigeria,Plateau,Kanam,KANTANA,1531.7127430000,3778,218,289,58.399999999999999,90,90,152,121,none,mini-grid,intercon,30910
38446,8.695580923161666,9.495943679103192,Nigeria,Plateau,Riyom,SHARUBUTU,1766.1665110000,3779,269,333,66.400000000000006,109,158,288,147,none,mini-grid,intercon,14140
38447,10.314829168847956,9.496878912815649,Nigeria,Plateau,Kanam,GARGA,7044.7523600000,3780,218,1329,72.500000000000000,321,358,832,496,mini-grid,mini-grid,intercon,47640
38448,10.09442065896735,9.500158994102085,Nigeria,Plateau,Kanam,KANTANA,2418.6419970000,3781,218,456,70.900000000000006,116,154,336,171,none,mini-grid,intercon,29030
38449,9.272470287779235,9.502341607210223,Nigeria,Plateau,Mangu,KANGSHU,2435.5358870000,3782,275,460,48.600000000000001,141,98,224,199,none,grid,grid,11940
